,Puntuacion_usuario,Marca
14922,84.0,Xbox
14932,84.0,Xbox
14940,84.0,Xbox
14897,84.0,Xbox
14952,84.0,Xbox
14959,84.0,Xbox
14965,84.0,Xbox
14974,84.0,Xbox
14976,84.0,Xbox
14815,84.0,Xbox
14898,84.0,Xbox
14956,84.0,Xbox
14895,84.0,Xbox
14840,84.0,Xbox
14884,84.0,Xbox
14820,84.0,Xbox
14821,84.0,Xbox
14825,84.0,Xbox
14834,84.0,Xbox
14838,84.0,Xbox
14830,84.0,Xbox
14846,84.0,Xbox
14854,84.0,Xbox
14856,84.0,Xbox
14859,84.0,Xbox
14845,84.0,Xbox
14867,84.0,Xbox
14263,83.0,Xbox
14292,83.0,Xbox
14332,83.0,Xbox
14317,83.0,Xbox
14296,83.0,Xbox
14293,83.0,Xbox
14288,83.0,Xbox
14289,83.0,Xbox
14279,83.0,Xbox
14349,83.0,Xbox
14269,83.0,Xbox
14341,83.0,Xbox
14369,83.0,Xbox
14356,83.0,Xbox
14357,83.0,Xbox
14362,83.0,Xbox
14364,83.0,Xbox
14367,83.0,Xbox
14368,83.0,Xbox
14374,83.0,Xbox
14378,83.0,Xbox
14385,83.0,Xbox
14261,83.0,Xbox
14394,83.0,Xbox
14262,83.0,Xbox
14146,83.0,Xbox
14253,83.0,Xbox
14150,83.0,Xbox
14087,83.0,Xbox
14107,83.0,Xbox
14110,83.0,Xbox
14112,83.0,Xbox
14113,83.0,Xbox
14114,83.0,Xbox
14116,83.0,Xbox
14124,83.0,Xbox
14131,83.0,Xbox
14135,83.0,Xbox
14396,83.0,Xbox
14163,83.0,Xbox
14249,83.0,Xbox
14167,83.0,Xbox
14182,83.0,Xbox
14183,83.0,Xbox
14186,83.0,Xbox
14195,83.0,Xbox
14197,83.0,Xbox
14198,83.0,Xbox
14231,83.0,Xbox
14236,83.0,Xbox
14237,83.0,Xbox
14239,83.0,Xbox
14395,83.0,Xbox
14388,83.0,Xbox
14398,83.0,Xbox
14493,83.0,Xbox
14499,83.0,Xbox
14504,83.0,Xbox
14516,83.0,Xbox
14519,83.0,Xbox
14525,83.0,Xbox
14527,83.0,Xbox
14529,83.0,Xbox
14534,83.0,Xbox
14538,83.0,Xbox
14541,83.0,Xbox
14542,83.0,Xbox
14545,83.0,Xbox
14547,83.0,Xbox
14548,83.0,Xbox
14552,83.0,Xbox
14558,83.0,Xbox
14561,83.0,Xbox
14399,83.0,Xbox
14575,83.0,Xbox
14581,83.0,Xbox
14586,83.0,Xbox
14596,83.0,Xbox
14598,83.0,Xbox
14496,83.0,Xbox
14565,83.0,Xbox
14487,83.0,Xbox
14443,83.0,Xbox
14480,83.0,Xbox
14405,83.0,Xbox
14408,83.0,Xbox
14412,83.0,Xbox
14414,83.0,Xbox
14415,83.0,Xbox
14423,83.0,Xbox
14426,83.0,Xbox
14435,83.0,Xbox
14436,83.0,Xbox
14440,83.0,Xbox
14409,83.0,Xbox
14446,83.0,Xbox
14470,83.0,Xbox
14479,83.0,Xbox
14452,83.0,Xbox
14474,83.0,Xbox
14473,83.0,Xbox
14475,83.0,Xbox
14468,83.0,Xbox
14467,83.0,Xbox
14466,83.0,Xbox
14454,83.0,Xbox
13769,82.0,Xbox
13817,82.0,Xbox
13770,82.0,Xbox
13774,82.0,Xbox
13782,82.0,Xbox
13792,82.0,Xbox
13803,82.0,Xbox
13806,82.0,Xbox
13813,82.0,Xbox
13837,82.0,Xbox
13827,82.0,Xbox
13828,82.0,Xbox
13831,82.0,Xbox
13839,82.0,Xbox
13845,82.0,Xbox
13848,82.0,Xbox
13849,82.0,Xbox
13759,82.0,Xbox
13760,82.0,Xbox
13671,82.0,Xbox
13746,82.0,Xbox
13739,82.0,Xbox
13867,82.0,Xbox
13627,82.0,Xbox
13639,82.0,Xbox
13645,82.0,Xbox
13653,82.0,Xbox
13659,82.0,Xbox
13663,82.0,Xbox
13672,82.0,Xbox
13674,82.0,Xbox
13678,82.0,Xbox
13695,82.0,Xbox
13703,82.0,Xbox
13708,82.0,Xbox
13718,82.0,Xbox
13725,82.0,Xbox
13726,82.0,Xbox
13728,82.0,Xbox
13857,82.0,Xbox
13897,82.0,Xbox
13871,82.0,Xbox
13995,82.0,Xbox
14004,82.0,Xbox
14009,82.0,Xbox
14014,82.0,Xbox
14016,82.0,Xbox
14018,82.0,Xbox
14021,82.0,Xbox
14023,82.0,Xbox
14035,82.0,Xbox
14037,82.0,Xbox
14041,82.0,Xbox
14042,82.0,Xbox
14043,82.0,Xbox
14052,82.0,Xbox
14054,82.0,Xbox
14060,82.0,Xbox
14062,82.0,Xbox
14065,82.0,Xbox
14002,82.0,Xbox
14031,82.0,Xbox
13984,82.0,Xbox
13922,82.0,Xbox
13979,82.0,Xbox
13882,82.0,Xbox
13894,82.0,Xbox
13896,82.0,Xbox
13880,82.0,Xbox
13902,82.0,Xbox
13913,82.0,Xbox
13919,82.0,Xbox
13904,82.0,Xbox
13941,82.0,Xbox
13947,82.0,Xbox
13951,82.0,Xbox
13965,82.0,Xbox
13970,82.0,Xbox
13974,82.0,Xbox
13978,82.0,Xbox
13264,81.0,Xbox
13305,81.0,Xbox
13274,81.0,Xbox
13280,81.0,Xbox
13283,81.0,Xbox
13296,81.0,Xbox
13300,81.0,Xbox
13301,81.0,Xbox
13304,81.0,Xbox
13350,81.0,Xbox
13322,81.0,Xbox
13327,81.0,Xbox
13328,81.0,Xbox
13331,81.0,Xbox
13332,81.0,Xbox
13342,81.0,Xbox
13344,81.0,Xbox
13349,81.0,Xbox
13245,81.0,Xbox
13255,81.0,Xbox
13133,81.0,Xbox
13244,81.0,Xbox
13173,81.0,Xbox
13370,81.0,Xbox
13136,81.0,Xbox
13141,81.0,Xbox
13148,81.0,Xbox
13149,81.0,Xbox
13160,81.0,Xbox
13165,81.0,Xbox
13170,81.0,Xbox
13180,81.0,Xbox
13238,81.0,Xbox
13187,81.0,Xbox
13190,81.0,Xbox
13192,81.0,Xbox
13200,81.0,Xbox
13218,81.0,Xbox
13220,81.0,Xbox
13221,81.0,Xbox
13230,81.0,Xbox
13356,81.0,Xbox
13324,81.0,Xbox
13374,81.0,Xbox
13512,81.0,Xbox
13515,81.0,Xbox
13516,81.0,Xbox
13518,81.0,Xbox
13525,81.0,Xbox
13530,81.0,Xbox
13531,81.0,Xbox
13550,81.0,Xbox
13567,81.0,Xbox
13568,81.0,Xbox
13575,81.0,Xbox
13577,81.0,Xbox
13580,81.0,Xbox
13582,81.0,Xbox
13588,81.0,Xbox
13591,81.0,Xbox
13602,81.0,Xbox
13606,81.0,Xbox
13617,81.0,Xbox
13378,81.0,Xbox
13514,81.0,Xbox
13578,81.0,Xbox
13511,81.0,Xbox
13419,81.0,Xbox
13386,81.0,Xbox
13497,81.0,Xbox
13387,81.0,Xbox
13388,81.0,Xbox
13389,81.0,Xbox
13407,81.0,Xbox
13409,81.0,Xbox
13416,81.0,Xbox
13399,81.0,Xbox
13435,81.0,Xbox
13437,81.0,Xbox
13447,81.0,Xbox
13449,81.0,Xbox
13469,81.0,Xbox
13470,81.0,Xbox
13495,81.0,Xbox
13471,81.0,Xbox
12681,80.0,Xbox
12719,80.0,Xbox
12526,80.0,Xbox
12726,80.0,Xbox
12725,80.0,Xbox
12724,80.0,Xbox
12700,80.0,Xbox
12718,80.0,Xbox
12702,80.0,Xbox
12690,80.0,Xbox
12697,80.0,Xbox
12691,80.0,Xbox
12750,80.0,Xbox
12746,80.0,Xbox
12769,80.0,Xbox
12752,80.0,Xbox
12753,80.0,Xbox
12757,80.0,Xbox
12758,80.0,Xbox
12761,80.0,Xbox
12763,80.0,Xbox
12768,80.0,Xbox
12780,80.0,Xbox
12782,80.0,Xbox
12783,80.0,Xbox
12790,80.0,Xbox
12678,80.0,Xbox
12792,80.0,Xbox
12679,80.0,Xbox
12595,80.0,Xbox
12672,80.0,Xbox
12669,80.0,Xbox
12810,80.0,Xbox
12538,80.0,Xbox
12544,80.0,Xbox
12548,80.0,Xbox
12562,80.0,Xbox
12569,80.0,Xbox
12578,80.0,Xbox
12586,80.0,Xbox
12592,80.0,Xbox
12597,80.0,Xbox
12609,80.0,Xbox
12610,80.0,Xbox
12618,80.0,Xbox
12623,80.0,Xbox
12625,80.0,Xbox
12632,80.0,Xbox
12635,80.0,Xbox
12636,80.0,Xbox
12642,80.0,Xbox
12647,80.0,Xbox
12648,80.0,Xbox
12650,80.0,Xbox
12652,80.0,Xbox
12655,80.0,Xbox
12657,80.0,Xbox
12663,80.0,Xbox
12668,80.0,Xbox
12794,80.0,Xbox
12738,80.0,Xbox
12817,80.0,Xbox
12974,80.0,Xbox
12985,80.0,Xbox
12989,80.0,Xbox
12996,80.0,Xbox
12997,80.0,Xbox
13006,80.0,Xbox
13009,80.0,Xbox
13010,80.0,Xbox
13011,80.0,Xbox
13026,80.0,Xbox
13027,80.0,Xbox
13029,80.0,Xbox
13031,80.0,Xbox
13039,80.0,Xbox
13042,80.0,Xbox
13043,80.0,Xbox
13044,80.0,Xbox
13050,80.0,Xbox
13059,80.0,Xbox
13062,80.0,Xbox
13063,80.0,Xbox
13080,80.0,Xbox
13085,80.0,Xbox
13088,80.0,Xbox
13107,80.0,Xbox
13111,80.0,Xbox
13113,80.0,Xbox
13129,80.0,Xbox
12984,80.0,Xbox
13105,80.0,Xbox
12970,80.0,Xbox
12904,80.0,Xbox
12963,80.0,Xbox
12832,80.0,Xbox
12839,80.0,Xbox
12854,80.0,Xbox
12858,80.0,Xbox
12874,80.0,Xbox
12876,80.0,Xbox
12879,80.0,Xbox
12883,80.0,Xbox
12887,80.0,Xbox
12892,80.0,Xbox
12897,80.0,Xbox
12898,80.0,Xbox
12825,80.0,Xbox
12905,80.0,Xbox
12945,80.0,Xbox
12906,80.0,Xbox
12954,80.0,Xbox
12951,80.0,Xbox
12948,80.0,Xbox
12960,80.0,Xbox
12944,80.0,Xbox
12921,80.0,Xbox
12915,80.0,Xbox
12961,80.0,Xbox
12938,80.0,Xbox
12942,80.0,Xbox
12158,79.0,Xbox
12101,79.0,Xbox
12103,79.0,Xbox
12093,79.0,Xbox
12117,79.0,Xbox
12119,79.0,Xbox
12124,79.0,Xbox
12131,79.0,Xbox
12151,79.0,Xbox
12154,79.0,Xbox
12104,79.0,Xbox
12193,79.0,Xbox
12160,79.0,Xbox
12161,79.0,Xbox
12162,79.0,Xbox
12175,79.0,Xbox
12083,79.0,Xbox
12194,79.0,Xbox
12204,79.0,Xbox
12205,79.0,Xbox
12206,79.0,Xbox
12216,79.0,Xbox
12218,79.0,Xbox
12091,79.0,Xbox
12062,79.0,Xbox
12082,79.0,Xbox
12024,79.0,Xbox
12225,79.0,Xbox
11989,79.0,Xbox
11990,79.0,Xbox
11991,79.0,Xbox
11993,79.0,Xbox
11994,79.0,Xbox
12005,79.0,Xbox
12013,79.0,Xbox
12018,79.0,Xbox
12019,79.0,Xbox
12031,79.0,Xbox
12078,79.0,Xbox
12036,79.0,Xbox
12044,79.0,Xbox
12047,79.0,Xbox
12049,79.0,Xbox
12057,79.0,Xbox
12058,79.0,Xbox
12063,79.0,Xbox
12066,79.0,Xbox
12067,79.0,Xbox
12073,79.0,Xbox
12027,79.0,Xbox
12226,79.0,Xbox
12230,79.0,Xbox
12390,79.0,Xbox
12398,79.0,Xbox
12402,79.0,Xbox
12406,79.0,Xbox
12409,79.0,Xbox
12420,79.0,Xbox
12421,79.0,Xbox
12429,79.0,Xbox
12431,79.0,Xbox
12442,79.0,Xbox
12443,79.0,Xbox
12456,79.0,Xbox
12478,79.0,Xbox
12485,79.0,Xbox
12486,79.0,Xbox
12497,79.0,Xbox
12501,79.0,Xbox
12503,79.0,Xbox
12507,79.0,Xbox
12511,79.0,Xbox
12512,79.0,Xbox
12236,79.0,Xbox
12397,79.0,Xbox
12469,79.0,Xbox
12388,79.0,Xbox
12329,79.0,Xbox
12249,79.0,Xbox
12387,79.0,Xbox
12252,79.0,Xbox
12259,79.0,Xbox
12283,79.0,Xbox
12289,79.0,Xbox
12301,79.0,Xbox
12305,79.0,Xbox
12319,79.0,Xbox
12327,79.0,Xbox
12298,79.0,Xbox
12370,79.0,Xbox
12364,79.0,Xbox
12385,79.0,Xbox
12337,79.0,Xbox
12378,79.0,Xbox
12366,79.0,Xbox
12386,79.0,Xbox
12362,79.0,Xbox
12357,79.0,Xbox
12355,79.0,Xbox
11546,78.0,Xbox
11531,78.0,Xbox
11540,78.0,Xbox
11535,78.0,Xbox
11534,78.0,Xbox
11533,78.0,Xbox
11510,78.0,Xbox
11516,78.0,Xbox
11525,78.0,Xbox
11517,78.0,Xbox
11514,78.0,Xbox
11512,78.0,Xbox
11549,78.0,Xbox
11547,78.0,Xbox
11592,78.0,Xbox
11553,78.0,Xbox
11554,78.0,Xbox
11566,78.0,Xbox
11567,78.0,Xbox
11571,78.0,Xbox
11572,78.0,Xbox
11575,78.0,Xbox
11580,78.0,Xbox
11583,78.0,Xbox
11594,78.0,Xbox
11597,78.0,Xbox
11599,78.0,Xbox
11498,78.0,Xbox
11501,78.0,Xbox
11340,78.0,Xbox
11476,78.0,Xbox
11469,78.0,Xbox
11614,78.0,Xbox
11320,78.0,Xbox
11326,78.0,Xbox
11327,78.0,Xbox
11331,78.0,Xbox
11332,78.0,Xbox
11353,78.0,Xbox
11356,78.0,Xbox
11363,78.0,Xbox
11367,78.0,Xbox
11369,78.0,Xbox
11384,78.0,Xbox
11391,78.0,Xbox
11396,78.0,Xbox
11398,78.0,Xbox
11402,78.0,Xbox
11412,78.0,Xbox
11413,78.0,Xbox
11417,78.0,Xbox
11419,78.0,Xbox
11423,78.0,Xbox
11429,78.0,Xbox
11432,78.0,Xbox
11445,78.0,Xbox
11446,78.0,Xbox
11447,78.0,Xbox
11464,78.0,Xbox
11604,78.0,Xbox
11631,78.0,Xbox
11619,78.0,Xbox
11805,78.0,Xbox
11821,78.0,Xbox
11824,78.0,Xbox
11836,78.0,Xbox
11847,78.0,Xbox
11848,78.0,Xbox
11853,78.0,Xbox
11859,78.0,Xbox
11860,78.0,Xbox
11869,78.0,Xbox
11891,78.0,Xbox
11894,78.0,Xbox
11895,78.0,Xbox
11899,78.0,Xbox
11907,78.0,Xbox
11908,78.0,Xbox
11915,78.0,Xbox
11918,78.0,Xbox
11937,78.0,Xbox
11939,78.0,Xbox
11940,78.0,Xbox
11950,78.0,Xbox
11961,78.0,Xbox
11963,78.0,Xbox
11964,78.0,Xbox
11975,78.0,Xbox
11976,78.0,Xbox
11980,78.0,Xbox
11814,78.0,Xbox
11983,78.0,Xbox
11804,78.0,Xbox
11705,78.0,Xbox
11802,78.0,Xbox
11626,78.0,Xbox
11624,78.0,Xbox
11633,78.0,Xbox
11639,78.0,Xbox
11648,78.0,Xbox
11649,78.0,Xbox
11650,78.0,Xbox
11661,78.0,Xbox
11689,78.0,Xbox
11690,78.0,Xbox
11703,78.0,Xbox
11656,78.0,Xbox
11706,78.0,Xbox
11768,78.0,Xbox
11730,78.0,Xbox
11793,78.0,Xbox
11786,78.0,Xbox
11782,78.0,Xbox
11774,78.0,Xbox
11779,78.0,Xbox
11764,78.0,Xbox
11797,78.0,Xbox
11740,78.0,Xbox
11736,78.0,Xbox
11731,78.0,Xbox
10821,77.0,Xbox
10839,77.0,Xbox
10837,77.0,Xbox
10832,77.0,Xbox
10829,77.0,Xbox
10791,77.0,Xbox
10818,77.0,Xbox
10817,77.0,Xbox
10808,77.0,Xbox
10803,77.0,Xbox
10795,77.0,Xbox
10844,77.0,Xbox
10843,77.0,Xbox
10942,77.0,Xbox
10845,77.0,Xbox
10847,77.0,Xbox
10864,77.0,Xbox
10868,77.0,Xbox
10873,77.0,Xbox
10876,77.0,Xbox
10885,77.0,Xbox
10893,77.0,Xbox
10919,77.0,Xbox
10921,77.0,Xbox
10928,77.0,Xbox
10931,77.0,Xbox
10936,77.0,Xbox
10775,77.0,Xbox
10780,77.0,Xbox
10714,77.0,Xbox
10773,77.0,Xbox
10766,77.0,Xbox
10954,77.0,Xbox
10619,77.0,Xbox
10637,77.0,Xbox
10638,77.0,Xbox
10648,77.0,Xbox
10670,77.0,Xbox
10671,77.0,Xbox
10675,77.0,Xbox
10683,77.0,Xbox
10687,77.0,Xbox
10688,77.0,Xbox
10694,77.0,Xbox
10696,77.0,Xbox
10699,77.0,Xbox
10709,77.0,Xbox
10711,77.0,Xbox
10716,77.0,Xbox
10717,77.0,Xbox
10728,77.0,Xbox
10729,77.0,Xbox
10731,77.0,Xbox
10732,77.0,Xbox
10744,77.0,Xbox
10746,77.0,Xbox
10748,77.0,Xbox
10750,77.0,Xbox
10758,77.0,Xbox
10951,77.0,Xbox
10616,77.0,Xbox
10962,77.0,Xbox
11182,77.0,Xbox
11185,77.0,Xbox
11188,77.0,Xbox
11193,77.0,Xbox
11196,77.0,Xbox
11207,77.0,Xbox
11209,77.0,Xbox
11210,77.0,Xbox
11220,77.0,Xbox
11224,77.0,Xbox
11229,77.0,Xbox
11236,77.0,Xbox
11239,77.0,Xbox
11245,77.0,Xbox
11249,77.0,Xbox
11252,77.0,Xbox
11254,77.0,Xbox
11256,77.0,Xbox
11259,77.0,Xbox
11264,77.0,Xbox
11268,77.0,Xbox
11271,77.0,Xbox
11276,77.0,Xbox
11277,77.0,Xbox
11281,77.0,Xbox
11298,77.0,Xbox
11306,77.0,Xbox
10965,77.0,Xbox
11184,77.0,Xbox
11246,77.0,Xbox
11180,77.0,Xbox
11075,77.0,Xbox
10970,77.0,Xbox
11179,77.0,Xbox
10984,77.0,Xbox
10988,77.0,Xbox
10995,77.0,Xbox
11004,77.0,Xbox
11014,77.0,Xbox
11032,77.0,Xbox
11038,77.0,Xbox
11040,77.0,Xbox
11046,77.0,Xbox
11067,77.0,Xbox
11068,77.0,Xbox
11037,77.0,Xbox
11167,77.0,Xbox
11124,77.0,Xbox
11169,77.0,Xbox
11097,77.0,Xbox
11166,77.0,Xbox
11136,77.0,Xbox
11126,77.0,Xbox
11132,77.0,Xbox
11120,77.0,Xbox
11115,77.0,Xbox
11110,77.0,Xbox
11102,77.0,Xbox
10114,76.0,Xbox
10168,76.0,Xbox
10162,76.0,Xbox
10158,76.0,Xbox
10150,76.0,Xbox
10147,76.0,Xbox
10119,76.0,Xbox
10095,76.0,Xbox
10111,76.0,Xbox
10110,76.0,Xbox
10106,76.0,Xbox
10105,76.0,Xbox
10104,76.0,Xbox
10170,76.0,Xbox
10169,76.0,Xbox
10244,76.0,Xbox
10184,76.0,Xbox
10185,76.0,Xbox
10190,76.0,Xbox
10196,76.0,Xbox
10204,76.0,Xbox
10213,76.0,Xbox
10219,76.0,Xbox
10223,76.0,Xbox
10225,76.0,Xbox
10226,76.0,Xbox
10232,76.0,Xbox
10242,76.0,Xbox
10248,76.0,Xbox
10086,76.0,Xbox
10089,76.0,Xbox
9946,76.0,Xbox
10085,76.0,Xbox
10084,76.0,Xbox
9940,76.0,Xbox
9943,76.0,Xbox
10259,76.0,Xbox
9951,76.0,Xbox
9954,76.0,Xbox
9955,76.0,Xbox
9968,76.0,Xbox
9970,76.0,Xbox
9977,76.0,Xbox
9979,76.0,Xbox
9982,76.0,Xbox
9986,76.0,Xbox
9988,76.0,Xbox
9997,76.0,Xbox
10001,76.0,Xbox
10003,76.0,Xbox
10004,76.0,Xbox
10007,76.0,Xbox
10008,76.0,Xbox
10010,76.0,Xbox
10019,76.0,Xbox
10021,76.0,Xbox
10026,76.0,Xbox
10032,76.0,Xbox
10051,76.0,Xbox
10056,76.0,Xbox
10057,76.0,Xbox
10061,76.0,Xbox
10062,76.0,Xbox
10257,76.0,Xbox
10306,76.0,Xbox
10268,76.0,Xbox
10471,76.0,Xbox
10486,76.0,Xbox
10491,76.0,Xbox
10492,76.0,Xbox
10498,76.0,Xbox
10501,76.0,Xbox
10505,76.0,Xbox
10506,76.0,Xbox
10511,76.0,Xbox
10516,76.0,Xbox
10517,76.0,Xbox
10520,76.0,Xbox
10523,76.0,Xbox
10528,76.0,Xbox
10529,76.0,Xbox
10538,76.0,Xbox
10551,76.0,Xbox
10559,76.0,Xbox
10564,76.0,Xbox
10574,76.0,Xbox
10577,76.0,Xbox
10578,76.0,Xbox
10582,76.0,Xbox
10586,76.0,Xbox
10269,76.0,Xbox
10599,76.0,Xbox
10600,76.0,Xbox
10603,76.0,Xbox
10605,76.0,Xbox
10609,76.0,Xbox
10476,76.0,Xbox
10592,76.0,Xbox
10463,76.0,Xbox
10381,76.0,Xbox
10462,76.0,Xbox
10275,76.0,Xbox
10305,76.0,Xbox
10313,76.0,Xbox
10323,76.0,Xbox
10328,76.0,Xbox
10331,76.0,Xbox
10334,76.0,Xbox
10346,76.0,Xbox
10348,76.0,Xbox
10357,76.0,Xbox
10368,76.0,Xbox
10371,76.0,Xbox
10311,76.0,Xbox
10394,76.0,Xbox
10431,76.0,Xbox
10401,76.0,Xbox
10455,76.0,Xbox
10453,76.0,Xbox
10450,76.0,Xbox
10433,76.0,Xbox
10456,76.0,Xbox
10430,76.0,Xbox
10412,76.0,Xbox
10411,76.0,Xbox
10422,76.0,Xbox
10460,76.0,Xbox
10416,76.0,Xbox
9508,75.0,Xbox
9475,75.0,Xbox
9477,75.0,Xbox
9478,75.0,Xbox
9465,75.0,Xbox
9486,75.0,Xbox
9489,75.0,Xbox
9490,75.0,Xbox
9492,75.0,Xbox
9495,75.0,Xbox
9500,75.0,Xbox
9485,75.0,Xbox
9544,75.0,Xbox
9509,75.0,Xbox
9518,75.0,Xbox
9521,75.0,Xbox
9525,75.0,Xbox
9543,75.0,Xbox
9551,75.0,Xbox
9559,75.0,Xbox
9560,75.0,Xbox
9569,75.0,Xbox
9572,75.0,Xbox
9457,75.0,Xbox
9462,75.0,Xbox
9355,75.0,Xbox
9442,75.0,Xbox
9438,75.0,Xbox
9577,75.0,Xbox
9290,75.0,Xbox
9294,75.0,Xbox
9302,75.0,Xbox
9305,75.0,Xbox
9280,75.0,Xbox
9331,75.0,Xbox
9334,75.0,Xbox
9340,75.0,Xbox
9342,75.0,Xbox
9346,75.0,Xbox
9357,75.0,Xbox
9365,75.0,Xbox
9381,75.0,Xbox
9383,75.0,Xbox
9384,75.0,Xbox
9397,75.0,Xbox
9406,75.0,Xbox
9415,75.0,Xbox
9421,75.0,Xbox
9426,75.0,Xbox
9427,75.0,Xbox
9434,75.0,Xbox
9573,75.0,Xbox
9319,75.0,Xbox
9589,75.0,Xbox
9768,75.0,Xbox
9776,75.0,Xbox
9783,75.0,Xbox
9786,75.0,Xbox
9792,75.0,Xbox
9795,75.0,Xbox
9809,75.0,Xbox
9816,75.0,Xbox
9817,75.0,Xbox
9819,75.0,Xbox
9820,75.0,Xbox
9821,75.0,Xbox
9827,75.0,Xbox
9860,75.0,Xbox
9876,75.0,Xbox
9885,75.0,Xbox
9888,75.0,Xbox
9893,75.0,Xbox
9910,75.0,Xbox
9912,75.0,Xbox
9914,75.0,Xbox
9928,75.0,Xbox
9936,75.0,Xbox
9595,75.0,Xbox
9770,75.0,Xbox
9862,75.0,Xbox
9766,75.0,Xbox
9660,75.0,Xbox
9759,75.0,Xbox
9598,75.0,Xbox
9599,75.0,Xbox
9609,75.0,Xbox
9615,75.0,Xbox
9619,75.0,Xbox
9631,75.0,Xbox
9633,75.0,Xbox
9643,75.0,Xbox
9644,75.0,Xbox
9627,75.0,Xbox
9679,75.0,Xbox
9702,75.0,Xbox
9755,75.0,Xbox
9748,75.0,Xbox
9737,75.0,Xbox
9704,75.0,Xbox
9716,75.0,Xbox
9699,75.0,Xbox
9695,75.0,Xbox
9686,75.0,Xbox
9685,75.0,Xbox
8908,74.0,Xbox
8870,74.0,Xbox
8906,74.0,Xbox
8903,74.0,Xbox
8890,74.0,Xbox
8882,74.0,Xbox
8877,74.0,Xbox
8860,74.0,Xbox
8868,74.0,Xbox
8867,74.0,Xbox
8865,74.0,Xbox
8847,74.0,Xbox
8849,74.0,Xbox
8913,74.0,Xbox
8909,74.0,Xbox
8957,74.0,Xbox
8915,74.0,Xbox
8916,74.0,Xbox
8919,74.0,Xbox
8920,74.0,Xbox
8921,74.0,Xbox
8927,74.0,Xbox
8938,74.0,Xbox
8941,74.0,Xbox
8944,74.0,Xbox
8945,74.0,Xbox
8950,74.0,Xbox
8960,74.0,Xbox
8982,74.0,Xbox
8986,74.0,Xbox
8845,74.0,Xbox
8846,74.0,Xbox
8722,74.0,Xbox
8837,74.0,Xbox
8836,74.0,Xbox
8690,74.0,Xbox
8704,74.0,Xbox
8706,74.0,Xbox
8708,74.0,Xbox
8711,74.0,Xbox
8715,74.0,Xbox
8993,74.0,Xbox
8723,74.0,Xbox
8724,74.0,Xbox
8729,74.0,Xbox
8730,74.0,Xbox
8732,74.0,Xbox
8735,74.0,Xbox
8750,74.0,Xbox
8753,74.0,Xbox
8756,74.0,Xbox
8759,74.0,Xbox
8765,74.0,Xbox
8774,74.0,Xbox
8775,74.0,Xbox
8776,74.0,Xbox
8787,74.0,Xbox
8798,74.0,Xbox
8799,74.0,Xbox
8804,74.0,Xbox
8807,74.0,Xbox
8810,74.0,Xbox
8819,74.0,Xbox
8834,74.0,Xbox
8987,74.0,Xbox
8959,74.0,Xbox
9004,74.0,Xbox
9193,74.0,Xbox
9154,74.0,Xbox
9155,74.0,Xbox
9160,74.0,Xbox
9163,74.0,Xbox
9166,74.0,Xbox
9169,74.0,Xbox
9170,74.0,Xbox
9173,74.0,Xbox
9176,74.0,Xbox
9180,74.0,Xbox
9183,74.0,Xbox
9184,74.0,Xbox
9188,74.0,Xbox
9189,74.0,Xbox
9196,74.0,Xbox
9150,74.0,Xbox
9207,74.0,Xbox
9215,74.0,Xbox
9224,74.0,Xbox
9225,74.0,Xbox
9229,74.0,Xbox
9246,74.0,Xbox
9247,74.0,Xbox
9249,74.0,Xbox
9252,74.0,Xbox
9254,74.0,Xbox
9269,74.0,Xbox
9272,74.0,Xbox
9006,74.0,Xbox
9278,74.0,Xbox
9153,74.0,Xbox
9275,74.0,Xbox
9147,74.0,Xbox
9082,74.0,Xbox
9139,74.0,Xbox
9012,74.0,Xbox
9015,74.0,Xbox
9026,74.0,Xbox
9029,74.0,Xbox
9033,74.0,Xbox
9039,74.0,Xbox
9040,74.0,Xbox
9042,74.0,Xbox
9051,74.0,Xbox
9064,74.0,Xbox
9072,74.0,Xbox
9077,74.0,Xbox
9007,74.0,Xbox
9091,74.0,Xbox
9125,74.0,Xbox
9092,74.0,Xbox
9132,74.0,Xbox
9138,74.0,Xbox
9128,74.0,Xbox
9127,74.0,Xbox
9126,74.0,Xbox
9108,74.0,Xbox
9107,74.0,Xbox
9106,74.0,Xbox
9100,74.0,Xbox
9095,74.0,Xbox
9094,74.0,Xbox
8274,73.0,Xbox
8285,73.0,Xbox
8281,73.0,Xbox
8279,73.0,Xbox
8278,73.0,Xbox
8240,73.0,Xbox
8268,73.0,Xbox
8260,73.0,Xbox
8258,73.0,Xbox
8246,73.0,Xbox
8244,73.0,Xbox
8290,73.0,Xbox
8236,73.0,Xbox
8088,73.0,Xbox
8318,73.0,Xbox
8294,73.0,Xbox
8300,73.0,Xbox
8302,73.0,Xbox
8308,73.0,Xbox
8317,73.0,Xbox
8320,73.0,Xbox
8330,73.0,Xbox
8331,73.0,Xbox
8334,73.0,Xbox
8343,73.0,Xbox
8345,73.0,Xbox
8349,73.0,Xbox
8229,73.0,Xbox
8351,73.0,Xbox
8235,73.0,Xbox
8152,73.0,Xbox
8227,73.0,Xbox
8139,73.0,Xbox
8369,73.0,Xbox
8089,73.0,Xbox
8094,73.0,Xbox
8096,73.0,Xbox
8098,73.0,Xbox
8099,73.0,Xbox
8101,73.0,Xbox
8112,73.0,Xbox
8119,73.0,Xbox
8129,73.0,Xbox
8130,73.0,Xbox
8135,73.0,Xbox
