,Puntuacion_usuario,Marca
13260,81.0,PlayStation
13297,81.0,PlayStation
13295,81.0,PlayStation
13365,81.0,PlayStation
13298,81.0,PlayStation
13337,81.0,PlayStation
13256,81.0,PlayStation
13372,81.0,PlayStation
13371,81.0,PlayStation
13364,81.0,PlayStation
13363,81.0,PlayStation
13357,81.0,PlayStation
13354,81.0,PlayStation
13348,81.0,PlayStation
13336,81.0,PlayStation
13299,81.0,PlayStation
13335,81.0,PlayStation
13319,81.0,PlayStation
13318,81.0,PlayStation
13314,81.0,PlayStation
13312,81.0,PlayStation
13311,81.0,PlayStation
13308,81.0,PlayStation
13302,81.0,PlayStation
13257,81.0,PlayStation
13143,81.0,PlayStation
13254,81.0,PlayStation
13252,81.0,PlayStation
13177,81.0,PlayStation
13175,81.0,PlayStation
13174,81.0,PlayStation
13171,81.0,PlayStation
13168,81.0,PlayStation
13167,81.0,PlayStation
13166,81.0,PlayStation
13164,81.0,PlayStation
13155,81.0,PlayStation
13154,81.0,PlayStation
13151,81.0,PlayStation
13150,81.0,PlayStation
13146,81.0,PlayStation
13144,81.0,PlayStation
13384,81.0,PlayStation
13139,81.0,PlayStation
13137,81.0,PlayStation
13134,81.0,PlayStation
13132,81.0,PlayStation
13179,81.0,PlayStation
13181,81.0,PlayStation
13185,81.0,PlayStation
13224,81.0,PlayStation
13249,81.0,PlayStation
13247,81.0,PlayStation
13246,81.0,PlayStation
13242,81.0,PlayStation
13239,81.0,PlayStation
13227,81.0,PlayStation
13226,81.0,PlayStation
13225,81.0,PlayStation
13213,81.0,PlayStation
13188,81.0,PlayStation
13211,81.0,PlayStation
13210,81.0,PlayStation
13208,81.0,PlayStation
13201,81.0,PlayStation
13198,81.0,PlayStation
13196,81.0,PlayStation
13194,81.0,PlayStation
13193,81.0,PlayStation
13382,81.0,PlayStation
13352,81.0,PlayStation
13392,81.0,PlayStation
13524,81.0,PlayStation
13556,81.0,PlayStation
13555,81.0,PlayStation
13553,81.0,PlayStation
13552,81.0,PlayStation
13551,81.0,PlayStation
13548,81.0,PlayStation
13547,81.0,PlayStation
13546,81.0,PlayStation
13544,81.0,PlayStation
13543,81.0,PlayStation
13542,81.0,PlayStation
13539,81.0,PlayStation
13538,81.0,PlayStation
13537,81.0,PlayStation
13535,81.0,PlayStation
13534,81.0,PlayStation
13533,81.0,PlayStation
13529,81.0,PlayStation
13528,81.0,PlayStation
13558,81.0,PlayStation
13559,81.0,PlayStation
13571,81.0,PlayStation
13609,81.0,PlayStation
13393,81.0,PlayStation
13621,81.0,PlayStation
13619,81.0,PlayStation
13618,81.0,PlayStation
13616,81.0,PlayStation
13615,81.0,PlayStation
13614,81.0,PlayStation
13611,81.0,PlayStation
13608,81.0,PlayStation
13574,81.0,PlayStation
13607,81.0,PlayStation
13605,81.0,PlayStation
13600,81.0,PlayStation
13598,81.0,PlayStation
13593,81.0,PlayStation
13584,81.0,PlayStation
13581,81.0,PlayStation
13576,81.0,PlayStation
13526,81.0,PlayStation
13560,81.0,PlayStation
13523,81.0,PlayStation
13450,81.0,PlayStation
13446,81.0,PlayStation
13441,81.0,PlayStation
13440,81.0,PlayStation
13439,81.0,PlayStation
13431,81.0,PlayStation
13423,81.0,PlayStation
13420,81.0,PlayStation
13417,81.0,PlayStation
13413,81.0,PlayStation
13412,81.0,PlayStation
13411,81.0,PlayStation
13408,81.0,PlayStation
13406,81.0,PlayStation
13405,81.0,PlayStation
13400,81.0,PlayStation
13396,81.0,PlayStation
13395,81.0,PlayStation
13519,81.0,PlayStation
13394,81.0,PlayStation
13448,81.0,PlayStation
13414,81.0,PlayStation
13505,81.0,PlayStation
13483,81.0,PlayStation
13510,81.0,PlayStation
13455,81.0,PlayStation
13509,81.0,PlayStation
13507,81.0,PlayStation
13506,81.0,PlayStation
13501,81.0,PlayStation
13500,81.0,PlayStation
13494,81.0,PlayStation
13513,81.0,PlayStation
13488,81.0,PlayStation
13482,81.0,PlayStation
13481,81.0,PlayStation
13480,81.0,PlayStation
13478,81.0,PlayStation
13463,81.0,PlayStation
13462,81.0,PlayStation
13458,81.0,PlayStation
13456,81.0,PlayStation
12708,80.0,PlayStation
12709,80.0,PlayStation
12711,80.0,PlayStation
12713,80.0,PlayStation
12715,80.0,PlayStation
12680,80.0,PlayStation
12721,80.0,PlayStation
12727,80.0,PlayStation
12728,80.0,PlayStation
12706,80.0,PlayStation
12732,80.0,PlayStation
12707,80.0,PlayStation
12685,80.0,PlayStation
12704,80.0,PlayStation
12703,80.0,PlayStation
12696,80.0,PlayStation
12695,80.0,PlayStation
12693,80.0,PlayStation
12692,80.0,PlayStation
12687,80.0,PlayStation
12683,80.0,PlayStation
12682,80.0,PlayStation
12735,80.0,PlayStation
12733,80.0,PlayStation
12811,80.0,PlayStation
12739,80.0,PlayStation
12741,80.0,PlayStation
12671,80.0,PlayStation
12820,80.0,PlayStation
12818,80.0,PlayStation
12813,80.0,PlayStation
12808,80.0,PlayStation
12805,80.0,PlayStation
12801,80.0,PlayStation
12797,80.0,PlayStation
12795,80.0,PlayStation
12791,80.0,PlayStation
12785,80.0,PlayStation
12781,80.0,PlayStation
12774,80.0,PlayStation
12773,80.0,PlayStation
12771,80.0,PlayStation
12766,80.0,PlayStation
12755,80.0,PlayStation
12749,80.0,PlayStation
12744,80.0,PlayStation
12743,80.0,PlayStation
12742,80.0,PlayStation
12677,80.0,PlayStation
12532,80.0,PlayStation
12670,80.0,PlayStation
12604,80.0,PlayStation
12596,80.0,PlayStation
12590,80.0,PlayStation
12585,80.0,PlayStation
12584,80.0,PlayStation
12574,80.0,PlayStation
12566,80.0,PlayStation
12565,80.0,PlayStation
12561,80.0,PlayStation
12553,80.0,PlayStation
12552,80.0,PlayStation
12551,80.0,PlayStation
12549,80.0,PlayStation
12543,80.0,PlayStation
12540,80.0,PlayStation
12535,80.0,PlayStation
12533,80.0,PlayStation
12530,80.0,PlayStation
12524,80.0,PlayStation
12523,80.0,PlayStation
12521,80.0,PlayStation
12828,80.0,PlayStation
12598,80.0,PlayStation
12605,80.0,PlayStation
12667,80.0,PlayStation
12606,80.0,PlayStation
12666,80.0,PlayStation
12665,80.0,PlayStation
12664,80.0,PlayStation
12658,80.0,PlayStation
12656,80.0,PlayStation
12654,80.0,PlayStation
12653,80.0,PlayStation
12651,80.0,PlayStation
12643,80.0,PlayStation
12638,80.0,PlayStation
12631,80.0,PlayStation
12630,80.0,PlayStation
12628,80.0,PlayStation
12627,80.0,PlayStation
12626,80.0,PlayStation
12624,80.0,PlayStation
12622,80.0,PlayStation
12621,80.0,PlayStation
12620,80.0,PlayStation
12619,80.0,PlayStation
12608,80.0,PlayStation
12827,80.0,PlayStation
12894,80.0,PlayStation
12831,80.0,PlayStation
13069,80.0,PlayStation
13060,80.0,PlayStation
13058,80.0,PlayStation
13057,80.0,PlayStation
13056,80.0,PlayStation
13055,80.0,PlayStation
13054,80.0,PlayStation
13048,80.0,PlayStation
13047,80.0,PlayStation
13045,80.0,PlayStation
13040,80.0,PlayStation
13032,80.0,PlayStation
13028,80.0,PlayStation
13025,80.0,PlayStation
13021,80.0,PlayStation
13016,80.0,PlayStation
13014,80.0,PlayStation
13012,80.0,PlayStation
13007,80.0,PlayStation
13005,80.0,PlayStation
13004,80.0,PlayStation
13001,80.0,PlayStation
13064,80.0,PlayStation
13070,80.0,PlayStation
12998,80.0,PlayStation
13071,80.0,PlayStation
13127,80.0,PlayStation
13125,80.0,PlayStation
13124,80.0,PlayStation
13123,80.0,PlayStation
13118,80.0,PlayStation
13117,80.0,PlayStation
13116,80.0,PlayStation
13110,80.0,PlayStation
13106,80.0,PlayStation
13102,80.0,PlayStation
13101,80.0,PlayStation
13100,80.0,PlayStation
13098,80.0,PlayStation
13095,80.0,PlayStation
13093,80.0,PlayStation
13091,80.0,PlayStation
13089,80.0,PlayStation
13084,80.0,PlayStation
13082,80.0,PlayStation
13078,80.0,PlayStation
13075,80.0,PlayStation
13000,80.0,PlayStation
13108,80.0,PlayStation
12993,80.0,PlayStation
12924,80.0,PlayStation
12916,80.0,PlayStation
12912,80.0,PlayStation
12910,80.0,PlayStation
12903,80.0,PlayStation
12835,80.0,PlayStation
12891,80.0,PlayStation
12889,80.0,PlayStation
12888,80.0,PlayStation
12885,80.0,PlayStation
12884,80.0,PlayStation
12882,80.0,PlayStation
12880,80.0,PlayStation
12872,80.0,PlayStation
12870,80.0,PlayStation
12862,80.0,PlayStation
12861,80.0,PlayStation
12848,80.0,PlayStation
12846,80.0,PlayStation
12843,80.0,PlayStation
12837,80.0,PlayStation
12992,80.0,PlayStation
12922,80.0,PlayStation
12852,80.0,PlayStation
12930,80.0,PlayStation
12959,80.0,PlayStation
12991,80.0,PlayStation
12932,80.0,PlayStation
12987,80.0,PlayStation
12983,80.0,PlayStation
12975,80.0,PlayStation
12972,80.0,PlayStation
12969,80.0,PlayStation
12968,80.0,PlayStation
12965,80.0,PlayStation
12964,80.0,PlayStation
12981,80.0,PlayStation
12958,80.0,PlayStation
12935,80.0,PlayStation
12957,80.0,PlayStation
12943,80.0,PlayStation
12941,80.0,PlayStation
12949,80.0,PlayStation
12946,80.0,PlayStation
12950,80.0,PlayStation
12952,80.0,PlayStation
12955,80.0,PlayStation
12156,79.0,PlayStation
12150,79.0,PlayStation
12149,79.0,PlayStation
12145,79.0,PlayStation
12143,79.0,PlayStation
12169,79.0,PlayStation
12142,79.0,PlayStation
12141,79.0,PlayStation
12130,79.0,PlayStation
12140,79.0,PlayStation
12137,79.0,PlayStation
12133,79.0,PlayStation
12128,79.0,PlayStation
12127,79.0,PlayStation
12125,79.0,PlayStation
12123,79.0,PlayStation
12178,79.0,PlayStation
12122,79.0,PlayStation
12115,79.0,PlayStation
12172,79.0,PlayStation
12208,79.0,PlayStation
12179,79.0,PlayStation
12180,79.0,PlayStation
12233,79.0,PlayStation
12111,79.0,PlayStation
12232,79.0,PlayStation
12231,79.0,PlayStation
12224,79.0,PlayStation
12222,79.0,PlayStation
12215,79.0,PlayStation
12212,79.0,PlayStation
12211,79.0,PlayStation
12209,79.0,PlayStation
12202,79.0,PlayStation
12200,79.0,PlayStation
12198,79.0,PlayStation
12197,79.0,PlayStation
12195,79.0,PlayStation
12191,79.0,PlayStation
12181,79.0,PlayStation
12113,79.0,PlayStation
12039,79.0,PlayStation
12109,79.0,PlayStation
12051,79.0,PlayStation
12034,79.0,PlayStation
12033,79.0,PlayStation
12029,79.0,PlayStation
12025,79.0,PlayStation
12023,79.0,PlayStation
12022,79.0,PlayStation
12021,79.0,PlayStation
12017,79.0,PlayStation
12016,79.0,PlayStation
12012,79.0,PlayStation
12010,79.0,PlayStation
12004,79.0,PlayStation
12001,79.0,PlayStation
12000,79.0,PlayStation
11987,79.0,PlayStation
11986,79.0,PlayStation
12239,79.0,PlayStation
12040,79.0,PlayStation
12053,79.0,PlayStation
12108,79.0,PlayStation
12054,79.0,PlayStation
12097,79.0,PlayStation
12096,79.0,PlayStation
12095,79.0,PlayStation
12092,79.0,PlayStation
12089,79.0,PlayStation
12087,79.0,PlayStation
12086,79.0,PlayStation
12081,79.0,PlayStation
12080,79.0,PlayStation
12079,79.0,PlayStation
12076,79.0,PlayStation
12074,79.0,PlayStation
12072,79.0,PlayStation
12065,79.0,PlayStation
12060,79.0,PlayStation
12056,79.0,PlayStation
12055,79.0,PlayStation
12238,79.0,PlayStation
12241,79.0,PlayStation
12240,79.0,PlayStation
12450,79.0,PlayStation
12440,79.0,PlayStation
12439,79.0,PlayStation
12434,79.0,PlayStation
12432,79.0,PlayStation
12423,79.0,PlayStation
12418,79.0,PlayStation
12417,79.0,PlayStation
12414,79.0,PlayStation
12411,79.0,PlayStation
12407,79.0,PlayStation
12404,79.0,PlayStation
12400,79.0,PlayStation
12399,79.0,PlayStation
12395,79.0,PlayStation
12394,79.0,PlayStation
12392,79.0,PlayStation
12391,79.0,PlayStation
12449,79.0,PlayStation
12454,79.0,PlayStation
12384,79.0,PlayStation
12455,79.0,PlayStation
12518,79.0,PlayStation
12515,79.0,PlayStation
12505,79.0,PlayStation
12504,79.0,PlayStation
12502,79.0,PlayStation
12499,79.0,PlayStation
12494,79.0,PlayStation
12491,79.0,PlayStation
12484,79.0,PlayStation
12481,79.0,PlayStation
12480,79.0,PlayStation
12472,79.0,PlayStation
12471,79.0,PlayStation
12467,79.0,PlayStation
12463,79.0,PlayStation
12461,79.0,PlayStation
12460,79.0,PlayStation
12389,79.0,PlayStation
12458,79.0,PlayStation
12381,79.0,PlayStation
12311,79.0,PlayStation
12307,79.0,PlayStation
12299,79.0,PlayStation
12296,79.0,PlayStation
12292,79.0,PlayStation
12290,79.0,PlayStation
12285,79.0,PlayStation
12284,79.0,PlayStation
12275,79.0,PlayStation
12274,79.0,PlayStation
12272,79.0,PlayStation
12265,79.0,PlayStation
12262,79.0,PlayStation
12258,79.0,PlayStation
12247,79.0,PlayStation
12243,79.0,PlayStation
12242,79.0,PlayStation
12379,79.0,PlayStation
12308,79.0,PlayStation
12278,79.0,PlayStation
12322,79.0,PlayStation
12350,79.0,PlayStation
12374,79.0,PlayStation
12326,79.0,PlayStation
12373,79.0,PlayStation
12367,79.0,PlayStation
12365,79.0,PlayStation
12360,79.0,PlayStation
12354,79.0,PlayStation
12353,79.0,PlayStation
12352,79.0,PlayStation
12358,79.0,PlayStation
12331,79.0,PlayStation
12345,79.0,PlayStation
12343,79.0,PlayStation
12336,79.0,PlayStation
12333,79.0,PlayStation
12332,79.0,PlayStation
12348,79.0,PlayStation
11495,78.0,PlayStation
11486,78.0,PlayStation
11487,78.0,PlayStation
11489,78.0,PlayStation
11491,78.0,PlayStation
11506,78.0,PlayStation
11509,78.0,PlayStation
11500,78.0,PlayStation
11504,78.0,PlayStation
11483,78.0,PlayStation
11485,78.0,PlayStation
11458,78.0,PlayStation
11480,78.0,PlayStation
11474,78.0,PlayStation
11473,78.0,PlayStation
11466,78.0,PlayStation
11462,78.0,PlayStation
11460,78.0,PlayStation
11459,78.0,PlayStation
11455,78.0,PlayStation
11518,78.0,PlayStation
11453,78.0,PlayStation
11515,78.0,PlayStation
11605,78.0,PlayStation
11527,78.0,PlayStation
11536,78.0,PlayStation
11442,78.0,PlayStation
11616,78.0,PlayStation
11615,78.0,PlayStation
11611,78.0,PlayStation
11601,78.0,PlayStation
11596,78.0,PlayStation
11590,78.0,PlayStation
11585,78.0,PlayStation
11584,78.0,PlayStation
11581,78.0,PlayStation
11579,78.0,PlayStation
11577,78.0,PlayStation
11565,78.0,PlayStation
11564,78.0,PlayStation
11559,78.0,PlayStation
11558,78.0,PlayStation
11552,78.0,PlayStation
11548,78.0,PlayStation
11539,78.0,PlayStation
11538,78.0,PlayStation
11537,78.0,PlayStation
11448,78.0,PlayStation
11328,78.0,PlayStation
11440,78.0,PlayStation
11439,78.0,PlayStation
11372,78.0,PlayStation
11371,78.0,PlayStation
11368,78.0,PlayStation
11366,78.0,PlayStation
11362,78.0,PlayStation
11359,78.0,PlayStation
11357,78.0,PlayStation
11355,78.0,PlayStation
11351,78.0,PlayStation
11348,78.0,PlayStation
11345,78.0,PlayStation
11342,78.0,PlayStation
11334,78.0,PlayStation
11330,78.0,PlayStation
11623,78.0,PlayStation
11323,78.0,PlayStation
11322,78.0,PlayStation
11321,78.0,PlayStation
11317,78.0,PlayStation
11316,78.0,PlayStation
11311,78.0,PlayStation
11373,78.0,PlayStation
11374,78.0,PlayStation
11375,78.0,PlayStation
11409,78.0,PlayStation
11438,78.0,PlayStation
11436,78.0,PlayStation
11435,78.0,PlayStation
11434,78.0,PlayStation
11430,78.0,PlayStation
11424,78.0,PlayStation
11422,78.0,PlayStation
11415,78.0,PlayStation
11410,78.0,PlayStation
11407,78.0,PlayStation
11377,78.0,PlayStation
11406,78.0,PlayStation
11405,78.0,PlayStation
11404,78.0,PlayStation
11393,78.0,PlayStation
11385,78.0,PlayStation
11381,78.0,PlayStation
11380,78.0,PlayStation
11379,78.0,PlayStation
11378,78.0,PlayStation
11622,78.0,PlayStation
11677,78.0,PlayStation
11627,78.0,PlayStation
11792,78.0,PlayStation
11893,78.0,PlayStation
11888,78.0,PlayStation
11885,78.0,PlayStation
11883,78.0,PlayStation
11871,78.0,PlayStation
11868,78.0,PlayStation
11863,78.0,PlayStation
11862,78.0,PlayStation
11861,78.0,PlayStation
11858,78.0,PlayStation
11857,78.0,PlayStation
11856,78.0,PlayStation
11851,78.0,PlayStation
11846,78.0,PlayStation
11838,78.0,PlayStation
11835,78.0,PlayStation
11830,78.0,PlayStation
11829,78.0,PlayStation
11818,78.0,PlayStation
11812,78.0,PlayStation
11809,78.0,PlayStation
11897,78.0,PlayStation
11898,78.0,PlayStation
11910,78.0,PlayStation
11955,78.0,PlayStation
11628,78.0,PlayStation
11985,78.0,PlayStation
11981,78.0,PlayStation
11974,78.0,PlayStation
11969,78.0,PlayStation
11967,78.0,PlayStation
11960,78.0,PlayStation
11959,78.0,PlayStation
11957,78.0,PlayStation
11945,78.0,PlayStation
11911,78.0,PlayStation
11944,78.0,PlayStation
11942,78.0,PlayStation
11935,78.0,PlayStation
11932,78.0,PlayStation
11931,78.0,PlayStation
11929,78.0,PlayStation
11926,78.0,PlayStation
11924,78.0,PlayStation
11914,78.0,PlayStation
11806,78.0,PlayStation
11953,78.0,PlayStation
11789,78.0,PlayStation
11671,78.0,PlayStation
11699,78.0,PlayStation
11694,78.0,PlayStation
11691,78.0,PlayStation
11684,78.0,PlayStation
11683,78.0,PlayStation
11682,78.0,PlayStation
11680,78.0,PlayStation
11678,78.0,PlayStation
11675,78.0,PlayStation
11670,78.0,PlayStation
11709,78.0,PlayStation
11669,78.0,PlayStation
11665,78.0,PlayStation
11655,78.0,PlayStation
11654,78.0,PlayStation
11642,78.0,PlayStation
11641,78.0,PlayStation
11637,78.0,PlayStation
11635,78.0,PlayStation
11788,78.0,PlayStation
11707,78.0,PlayStation
11664,78.0,PlayStation
11714,78.0,PlayStation
11747,78.0,PlayStation
11784,78.0,PlayStation
11718,78.0,PlayStation
11780,78.0,PlayStation
11778,78.0,PlayStation
11775,78.0,PlayStation
11770,78.0,PlayStation
11763,78.0,PlayStation
11756,78.0,PlayStation
11755,78.0,PlayStation
11754,78.0,PlayStation
11772,78.0,PlayStation
11724,78.0,PlayStation
11739,78.0,PlayStation
11746,78.0,PlayStation
11725,78.0,PlayStation
11738,78.0,PlayStation
11734,78.0,PlayStation
11721,78.0,PlayStation
11743,78.0,PlayStation
11722,78.0,PlayStation
10884,77.0,PlayStation
10866,77.0,PlayStation
10882,77.0,PlayStation
10881,77.0,PlayStation
10879,77.0,PlayStation
10886,77.0,PlayStation
10877,77.0,PlayStation
10867,77.0,PlayStation
10824,77.0,PlayStation
10859,77.0,PlayStation
10854,77.0,PlayStation
10851,77.0,PlayStation
10840,77.0,PlayStation
10836,77.0,PlayStation
10891,77.0,PlayStation
10828,77.0,PlayStation
10823,77.0,PlayStation
10888,77.0,PlayStation
10932,77.0,PlayStation
10894,77.0,PlayStation
10897,77.0,PlayStation
10968,77.0,PlayStation
10966,77.0,PlayStation
10812,77.0,PlayStation
10956,77.0,PlayStation
10955,77.0,PlayStation
10946,77.0,PlayStation
10941,77.0,PlayStation
10935,77.0,PlayStation
10929,77.0,PlayStation
10915,77.0,PlayStation
10914,77.0,PlayStation
10910,77.0,PlayStation
10905,77.0,PlayStation
10903,77.0,PlayStation
10902,77.0,PlayStation
10816,77.0,PlayStation
10657,77.0,PlayStation
10788,77.0,PlayStation
10635,77.0,PlayStation
10654,77.0,PlayStation
10652,77.0,PlayStation
10645,77.0,PlayStation
10642,77.0,PlayStation
10641,77.0,PlayStation
10639,77.0,PlayStation
10636,77.0,PlayStation
10634,77.0,PlayStation
10663,77.0,PlayStation
10633,77.0,PlayStation
10630,77.0,PlayStation
10629,77.0,PlayStation
10624,77.0,PlayStation
10623,77.0,PlayStation
10972,77.0,PlayStation
10614,77.0,PlayStation
10658,77.0,PlayStation
10667,77.0,PlayStation
10787,77.0,PlayStation
10720,77.0,PlayStation
10776,77.0,PlayStation
10771,77.0,PlayStation
10770,77.0,PlayStation
10768,77.0,PlayStation
10762,77.0,PlayStation
10756,77.0,PlayStation
10735,77.0,PlayStation
10707,77.0,PlayStation
10674,77.0,PlayStation
10700,77.0,PlayStation
10695,77.0,PlayStation
10691,77.0,PlayStation
10689,77.0,PlayStation
10684,77.0,PlayStation
10678,77.0,PlayStation
10676,77.0,PlayStation
10971,77.0,PlayStation
10996,77.0,PlayStation
10973,77.0,PlayStation
11183,77.0,PlayStation
11221,77.0,PlayStation
11214,77.0,PlayStation
11212,77.0,PlayStation
11211,77.0,PlayStation
11205,77.0,PlayStation
11200,77.0,PlayStation
11189,77.0,PlayStation
11178,77.0,PlayStation
11145,77.0,PlayStation
11171,77.0,PlayStation
11170,77.0,PlayStation
11168,77.0,PlayStation
11160,77.0,PlayStation
11156,77.0,PlayStation
11150,77.0,PlayStation
11148,77.0,PlayStation
11222,77.0,PlayStation
11223,77.0,PlayStation
11242,77.0,PlayStation
11250,77.0,PlayStation
10974,77.0,PlayStation
11308,77.0,PlayStation
11307,77.0,PlayStation
11302,77.0,PlayStation
11300,77.0,PlayStation
11292,77.0,PlayStation
11287,77.0,PlayStation
11284,77.0,PlayStation
11282,77.0,PlayStation
11280,77.0,PlayStation
11279,77.0,PlayStation
11278,77.0,PlayStation
11273,77.0,PlayStation
11265,77.0,PlayStation
11251,77.0,PlayStation
11147,77.0,PlayStation
11226,77.0,PlayStation
11141,77.0,PlayStation
11034,77.0,PlayStation
11025,77.0,PlayStation
11023,77.0,PlayStation
11018,77.0,PlayStation
11016,77.0,PlayStation
11013,77.0,PlayStation
11011,77.0,PlayStation
11009,77.0,PlayStation
11008,77.0,PlayStation
11002,77.0,PlayStation
10998,77.0,PlayStation
10989,77.0,PlayStation
10981,77.0,PlayStation
10976,77.0,PlayStation
11138,77.0,PlayStation
10975,77.0,PlayStation
11031,77.0,PlayStation
11010,77.0,PlayStation
11099,77.0,PlayStation
11130,77.0,PlayStation
11116,77.0,PlayStation
11053,77.0,PlayStation
11114,77.0,PlayStation
11108,77.0,PlayStation
11105,77.0,PlayStation
11087,77.0,PlayStation
11086,77.0,PlayStation
11082,77.0,PlayStation
11076,77.0,PlayStation
11074,77.0,PlayStation
11071,77.0,PlayStation
11069,77.0,PlayStation
11065,77.0,PlayStation
11060,77.0,PlayStation
11056,77.0,PlayStation
10186,76.0,PlayStation
10188,76.0,PlayStation
10189,76.0,PlayStation
10191,76.0,PlayStation
10143,76.0,PlayStation
10197,76.0,PlayStation
10198,76.0,PlayStation
10181,76.0,PlayStation
10201,76.0,PlayStation
10182,76.0,PlayStation
10151,76.0,PlayStation
10180,76.0,PlayStation
10171,76.0,PlayStation
10163,76.0,PlayStation
10156,76.0,PlayStation
10154,76.0,PlayStation
10153,76.0,PlayStation
10145,76.0,PlayStation
10206,76.0,PlayStation
10205,76.0,PlayStation
10278,76.0,PlayStation
10210,76.0,PlayStation
10211,76.0,PlayStation
10137,76.0,PlayStation
10283,76.0,PlayStation
10279,76.0,PlayStation
10277,76.0,PlayStation
10276,76.0,PlayStation
10273,76.0,PlayStation
10262,76.0,PlayStation
10258,76.0,PlayStation
10256,76.0,PlayStation
10251,76.0,PlayStation
10249,76.0,PlayStation
10243,76.0,PlayStation
10238,76.0,PlayStation
10237,76.0,PlayStation
10236,76.0,PlayStation
10229,76.0,PlayStation
10217,76.0,PlayStation
10140,76.0,PlayStation
9952,76.0,PlayStation
10132,76.0,PlayStation
10030,76.0,PlayStation
10014,76.0,PlayStation
10013,76.0,PlayStation
10012,76.0,PlayStation
9998,76.0,PlayStation
9991,76.0,PlayStation
9990,76.0,PlayStation
9989,76.0,PlayStation
9969,76.0,PlayStation
9966,76.0,PlayStation
9962,76.0,PlayStation
9959,76.0,PlayStation
9958,76.0,PlayStation
9956,76.0,PlayStation
9947,76.0,PlayStation
9945,76.0,PlayStation
9944,76.0,PlayStation
10285,76.0,PlayStation
10025,76.0,PlayStation
10033,76.0,PlayStation
10130,76.0,PlayStation
10036,76.0,PlayStation
10129,76.0,PlayStation
9942,76.0,PlayStation
10123,76.0,PlayStation
10117,76.0,PlayStation
10109,76.0,PlayStation
10102,76.0,PlayStation
10101,76.0,PlayStation
10094,76.0,PlayStation
10091,76.0,PlayStation
10090,76.0,PlayStation
10075,76.0,PlayStation
10070,76.0,PlayStation
10064,76.0,PlayStation
10063,76.0,PlayStation
10054,76.0,PlayStation
10048,76.0,PlayStation
10040,76.0,PlayStation
10284,76.0,PlayStation
10483,76.0,PlayStation
10289,76.0,PlayStation
10558,76.0,PlayStation
10549,76.0,PlayStation
10547,76.0,PlayStation
10545,76.0,PlayStation
10535,76.0,PlayStation
10534,76.0,PlayStation
10533,76.0,PlayStation
10530,76.0,PlayStation
10527,76.0,PlayStation
10519,76.0,PlayStation
10513,76.0,PlayStation
10510,76.0,PlayStation
10508,76.0,PlayStation
10507,76.0,PlayStation
10497,76.0,PlayStation
10484,76.0,PlayStation
10482,76.0,PlayStation
10477,76.0,PlayStation
10554,76.0,PlayStation
10563,76.0,PlayStation
10466,76.0,PlayStation
10565,76.0,PlayStation
10290,76.0,PlayStation
10610,76.0,PlayStation
10608,76.0,PlayStation
10606,76.0,PlayStation
10604,76.0,PlayStation
10602,76.0,PlayStation
10601,76.0,PlayStation
10598,76.0,PlayStation
10597,76.0,PlayStation
10595,76.0,PlayStation
10591,76.0,PlayStation
10587,76.0,PlayStation
10583,76.0,PlayStation
10579,76.0,PlayStation
10572,76.0,PlayStation
10571,76.0,PlayStation
10569,76.0,PlayStation
10473,76.0,PlayStation
10555,76.0,PlayStation
10461,76.0,PlayStation
10374,76.0,PlayStation
10364,76.0,PlayStation
10361,76.0,PlayStation
10356,76.0,PlayStation
10352,76.0,PlayStation
10343,76.0,PlayStation
10340,76.0,PlayStation
10329,76.0,PlayStation
10327,76.0,PlayStation
10326,76.0,PlayStation
10309,76.0,PlayStation
10307,76.0,PlayStation
10304,76.0,PlayStation
10303,76.0,PlayStation
10301,76.0,PlayStation
10294,76.0,PlayStation
10293,76.0,PlayStation
10452,76.0,PlayStation
10369,76.0,PlayStation
10339,76.0,PlayStation
10379,76.0,PlayStation
10414,76.0,PlayStation
10448,76.0,PlayStation
10445,76.0,PlayStation
10444,76.0,PlayStation
10434,76.0,PlayStation
10424,76.0,PlayStation
10423,76.0,PlayStation
10419,76.0,PlayStation
10415,76.0,PlayStation
10449,76.0,PlayStation
10409,76.0,PlayStation
10406,76.0,PlayStation
10392,76.0,PlayStation
10387,76.0,PlayStation
10384,76.0,PlayStation
10383,76.0,PlayStation
10382,76.0,PlayStation
9496,75.0,PlayStation
9514,75.0,PlayStation
9511,75.0,PlayStation
9510,75.0,PlayStation
9507,75.0,PlayStation
9504,75.0,PlayStation
9502,75.0,PlayStation
9499,75.0,PlayStation
9497,75.0,PlayStation
9472,75.0,PlayStation
9488,75.0,PlayStation
9484,75.0,PlayStation
9483,75.0,PlayStation
9526,75.0,PlayStation
9469,75.0,PlayStation
9467,75.0,PlayStation
9466,75.0,PlayStation
9464,75.0,PlayStation
9463,75.0,PlayStation
9522,75.0,PlayStation
9581,75.0,PlayStation
9527,75.0,PlayStation
9557,75.0,PlayStation
9459,75.0,PlayStation
9575,75.0,PlayStation
9574,75.0,PlayStation
9571,75.0,PlayStation
9568,75.0,PlayStation
9567,75.0,PlayStation
9566,75.0,PlayStation
9563,75.0,PlayStation
9550,75.0,PlayStation
9528,75.0,PlayStation
9549,75.0,PlayStation
9548,75.0,PlayStation
9545,75.0,PlayStation
9540,75.0,PlayStation
9539,75.0,PlayStation
9534,75.0,PlayStation
9533,75.0,PlayStation
9531,75.0,PlayStation
