id,Nombre,Plataforma,Marca,Puntuacion_usuario
478,Silent Hunter 5: Battle of the Atlantic,PC,PC_Gamer,36.0
479,Need for Speed: Rivals,PC,PC_Gamer,36.0
480,Mortal Kombat 11,PlayStation4,PlayStation,36.0
481,NHL 20,PlayStation4,PlayStation,36.0
482,MTV's Celebrity Deathmatch,PlayStation2,PlayStation,36.0
483,Anamorphine,PlayStation4,PlayStation,36.0
484,Quantum Theory,Xbox360,Xbox,36.0
485,Shin Megami Tensei: Digital Devil Saga 2,PlayStation2,PlayStation,36.0
486,InnerSpace,XboxOne,Xbox,36.0
487,Street Fighter V,PlayStation4,PlayStation,36.0
488,Tom Clancy's Rainbow Six Critical Hour,Xbox,Xbox,36.0
489,Snooker 19,Switch,Nintendo,36.0
490,Angry Birds,PSP,PlayStation,36.0
491,PONCHO,PlayStation4,PlayStation,36.0
492,Destiny 2: Warmind,XboxOne,Xbox,37.0
493,City of Brass,PC,PC_Gamer,37.0
494,Payday 2: Crimewave Edition,XboxOne,Xbox,37.0
495,Stake: Fortune Fighters,Xbox,Xbox,37.0
496,NHL 15,PlayStation4,PlayStation,37.0
497,Cruis'n,Wii,Nintendo,37.0
498,Need for Speed Payback,PC,PC_Gamer,37.0
499,Alekhine's Gun,PlayStation4,PlayStation,37.0
500,Crysis Remastered,PlayStation4,PlayStation,37.0
501,Angry Birds Trilogy,Xbox360,Xbox,37.0
502,James Cameron's Avatar: The Game,Wii,Nintendo,37.0
503,Lords of the Realm III,PC,PC_Gamer,37.0
504,Guns of Icarus Alliance,PlayStation4,PlayStation,37.0
505,Fear Effect Sedna,XboxOne,Xbox,37.0
506,Call of Duty: WWII,PC,PC_Gamer,37.0
507,Tom Clancy's HAWX 2,PC,PC_Gamer,37.0
508,Yoostar 2: In The Movies,Xbox360,Xbox,37.0
509,Escape Dead Island,Xbox360,Xbox,37.0
510,The Sims 4,PlayStation4,PlayStation,37.0
511,Little Red Lie,PlayStation4,PlayStation,37.0
512,Coffin Dodgers,XboxOne,Xbox,37.0
513,Mortal Kombat Advance,GameBoyAdvance,Nintendo,37.0
514,Baldur's Gate: Siege of Dragonspear,PC,PC_Gamer,37.0
515,ArcheAge,PC,PC_Gamer,37.0
516,Mirage: Arcane Warfare,PC,PC_Gamer,37.0
517,Super Monday Night Combat,PC,PC_Gamer,37.0
518,Fantasy Hero: Unsigned Legacy,Switch,Nintendo,37.0
519,Rise of the Guardians,Xbox360,Xbox,37.0
520,Vampire Rain: Altered Species,PlayStation3,PlayStation,37.0
521,The Walking Dead: Survival Instinct,PlayStation3,PlayStation,37.0
522,Prison Break: The Conspiracy,PlayStation3,PlayStation,37.0
523,Transformers: Dark of the Moon - Stealth Force Edition,3DS,Nintendo,37.0
524,Call of Duty: Infinite Warfare,XboxOne,Xbox,37.0
525,Borderlands 3: Psycho Krieg and the Fantastic Fustercluck,PC,PC_Gamer,37.0
526,Duke Nukem: Critical Mass,DS,Nintendo,37.0
527,Retro Atari Classics,DS,Nintendo,37.0
528,Call of Duty: Modern Warfare,XboxOne,Xbox,37.0
529,Raid: World War II,PlayStation4,PlayStation,37.0
530,Fortnite,PlayStation4,PlayStation,37.0
531,Need for Speed: Hot Pursuit Remastered,PC,PC_Gamer,37.0
532,Mass Effect 3: From Ashes,Xbox360,Xbox,37.0
533,SPOGS Racing,Wii,Nintendo,37.0
534,Zotrix,PlayStation4,PlayStation,37.0
535,Legacy: Dark Shadows,PC,PC_Gamer,37.0
536,Deca Sports Freedom,Xbox360,Xbox,37.0
537,Big Mutha Truckers 2,Xbox,Xbox,37.0
538,.detuned,PlayStation3,PlayStation,37.0
539,DreamWorks Shrek SuperSlam,PC,PC_Gamer,38.0
540,Hospital Tycoon,PC,PC_Gamer,38.0
541,Deep Black: Reloaded,PC,PC_Gamer,38.0
542,Traitors Gate 2,PC,PC_Gamer,38.0
543,Army Men: Green Rogue,PlayStation2,PlayStation,38.0
544,Spider-Man 2: The Game,PC,PC_Gamer,38.0
545,Eclipse: Edge of Light,PlayStation4,PlayStation,38.0
546,Rory McIlroy PGA Tour,PlayStation4,PlayStation,38.0
547,One Punch Man: A Hero Nobody Knows,PlayStation4,PlayStation,38.0
548,Marvel's Avengers,XboxOne,Xbox,38.0
549,Pro Evolution Soccer 2017,PC,PC_Gamer,38.0
550,Bit Boy!! Arcade,3DS,Nintendo,38.0
551,Mafia III,PC,PC_Gamer,38.0
552,Wolfenstein: Cyberpilot,PlayStation4,PlayStation,38.0
553,The Occupation,PC,PC_Gamer,38.0
554,Alien Breed,PlayStation3,PlayStation,38.0
555,Resident Evil: Resistance,PlayStation4,PlayStation,38.0
556,AMY,Xbox360,Xbox,38.0
557,Star Trek: D-A-C,PC,PC_Gamer,38.0
558,Blitzkrieg 3,PC,PC_Gamer,38.0
559,NCAA March Madness 08,PlayStation3,PlayStation,38.0
560,Reality Fighters,PlayStationVita,PlayStation,38.0
561,Neverwinter Nights: Enhanced Edition,PlayStation4,PlayStation,38.0
562,Speedball 2 HD,PC,PC_Gamer,38.0
563,Kane & Lynch: Dead Men,PlayStation3,PlayStation,38.0
564,Tiny Metal,PC,PC_Gamer,38.0
565,FaceBreaker,PlayStation3,PlayStation,38.0
566,Super Mutant Alien Assault,PlayStation4,PlayStation,38.0
567,Kinect Star Wars,Xbox360,Xbox,38.0
568,Pimp My Ride,Xbox360,Xbox,38.0
569,Dangerous Driving,PlayStation4,PlayStation,38.0
570,Star Wars Episode II: Attack of the Clones,GameBoyAdvance,Nintendo,38.0
571,Conception Plus: Maidens of the Twelve Stars,PlayStation4,PlayStation,38.0
572,Assassin's Creed Unity,PC,PC_Gamer,38.0
573,Far Cry New Dawn,PC,PC_Gamer,38.0
574,Swashbucklers: Blue vs. Grey,PC,PC_Gamer,38.0
575,Risen 3: Titan Lords,PlayStation3,PlayStation,38.0
576,Jurassic Park: The Game,Xbox360,Xbox,38.0
577,Bombshell (2016),PC,PC_Gamer,38.0
578,Ghostbusters,XboxOne,Xbox,38.0
579,Sinner: Sacrifice for Redemption,PlayStation4,PlayStation,38.0
580,Coast Guard,PC,PC_Gamer,38.0
581,The Sims 3: Generations,PC,PC_Gamer,38.0
582,Utawarerumono Zan,PlayStation4,PlayStation,38.0
583,Speed Zone,Wii,Nintendo,38.0
584,CastleStorm: Virtual Reality,PlayStation4,PlayStation,38.0
585,Rugby 20,PlayStation4,PlayStation,38.0
586,Paranautical Activity,XboxOne,Xbox,38.0
587,SimCity: Cities of Tomorrow Expansion Pack,PC,PC_Gamer,38.0
588,Necromunda: Underhive Wars,PlayStation4,PlayStation,38.0
589,Necropolis,PlayStation4,PlayStation,38.0
590,Payday 2,PC,PC_Gamer,38.0
591,Arcade Classics Anniversary Collection,PlayStation4,PlayStation,39.0
592,F1 2015,PC,PC_Gamer,39.0
593,Okabu,PlayStation3,PlayStation,39.0
594,Anthem,XboxOne,Xbox,39.0
595,Pode,PlayStation4,PlayStation,39.0
596,Pode,PlayStation4,PlayStation,39.0
597,Ping Pals,DS,Nintendo,39.0
598,Bakugan: Champions of Vestroia,Switch,Nintendo,39.0
599,Rugby World Cup 2011,Xbox360,Xbox,39.0
600,The Dark Crystal: Age of Resistance Tactics,PlayStation4,PlayStation,39.0
601,The Expendables 2 Videogame,PlayStation3,PlayStation,39.0
602,Tiger Woods PGA Tour 2005,PC,PC_Gamer,39.0
603,Call of Duty: Ghosts,PlayStation4,PlayStation,39.0
604,Star Trek: Shattered Universe,Xbox,Xbox,39.0
605,Dead Space Ignition,PlayStation3,PlayStation,39.0
606,Casper: Spirit Dimensions,PlayStation2,PlayStation,39.0
607,The Spectrum Retreat,PlayStation4,PlayStation,39.0
608,Mucha Lucha! Mascaritas of the Lost Code,GameBoyAdvance,Nintendo,39.0
609,Pure Hold 'Em,PlayStation4,PlayStation,39.0
610,SingStar Dance,PlayStation3,PlayStation,39.0
611,KURSK,PC,PC_Gamer,39.0
612,SuperPower,PC,PC_Gamer,39.0
613,Hitman - Intro Pack,PC,PC_Gamer,39.0
614,Game Party,Wii,Nintendo,39.0
615,Eternity: The Last Unicorn,PlayStation4,PlayStation,39.0
616,Middle-earth: Shadow of War,PC,PC_Gamer,39.0
617,The Hardy Boys: The Hidden Theft,PC,PC_Gamer,39.0
618,Fallout: Brotherhood of Steel,PlayStation2,PlayStation,39.0
619,Transformers: Revenge of the Fallen,Wii,Nintendo,39.0
620,The Sims 3: Pets,PlayStation3,PlayStation,39.0
621,Dauntless,PlayStation4,PlayStation,39.0
622,NBA Live 07,PC,PC_Gamer,39.0
623,Hole in the Wall,Xbox360,Xbox,39.0
624,Aliens: Colonial Marines,Xbox360,Xbox,39.0
625,Shrek the Third,DS,Nintendo,39.0
626,Mortal Kombat 11,Switch,Nintendo,39.0
627,The Dwarves,XboxOne,Xbox,39.0
628,Ridge Racer,PlayStationVita,PlayStation,39.0
629,Dynasty Warriors 9,XboxOne,Xbox,39.0
630,Final Fantasy XIV Online,PC,PC_Gamer,39.0
631,Need for Speed Payback,XboxOne,Xbox,39.0
632,Harry Potter and the Goblet of Fire,PC,PC_Gamer,40.0
633,Arc of Alchemist,Switch,Nintendo,40.0
634,The Walking Dead: Survival Instinct,Xbox360,Xbox,40.0
635,CID The Dummy,Wii,Nintendo,40.0
636,Giga Wrecker Alt.,Switch,Nintendo,40.0
637,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,PlayStation3,PlayStation,40.0
638,Bodycount,PlayStation3,PlayStation,40.0
639,Go! Sports Skydiving,PlayStation3,PlayStation,40.0
640,Harry Potter and the Half-Blood Prince,Xbox360,Xbox,40.0
641,UEFA Euro 2012,PC,PC_Gamer,40.0
642,Women's Volleyball Championship,PlayStation2,PlayStation,40.0
643,Pac-Man Museum,Xbox360,Xbox,40.0
644,The King's Bird,Switch,Nintendo,40.0
645,Magus,PlayStation3,PlayStation,40.0
646,Sniper Elite V2 Remastered,PlayStation4,PlayStation,40.0
647,H1Z1: Battle Royale,PlayStation4,PlayStation,40.0
648,Seven Kingdoms: Conquest,PC,PC_Gamer,40.0
649,Monster Jam Steel Titans,XboxOne,Xbox,40.0
650,Little Town Hero,Switch,Nintendo,40.0
651,The Simpsons Skateboarding,PlayStation2,PlayStation,40.0
652,JASF: Jane's Advanced Strike Fighters,PlayStation3,PlayStation,40.0
653,YIIK: A Postmodern RPG,PlayStation4,PlayStation,40.0
654,AereA,XboxOne,Xbox,40.0
655,Genesis Alpha One,XboxOne,Xbox,40.0
656,Rugby 20,XboxOne,Xbox,40.0
657,Carnival Games for Nintendo Switch,Switch,Nintendo,40.0
658,SolSeraph,PlayStation4,PlayStation,40.0
659,NCIS,Xbox360,Xbox,40.0
660,Fantastic 4,GameCube,Nintendo,40.0
661,Major League Baseball 2K9,PlayStation3,PlayStation,40.0
662,Dead Rising 4,PC,PC_Gamer,40.0
663,ARKANOID Live!,Xbox360,Xbox,40.0
664,Overlord Minions,DS,Nintendo,40.0
665,Tamagotchi Party On!,Wii,Nintendo,40.0
666,H1Z1,PC,PC_Gamer,40.0
667,Call of Duty: Black Ops 4,PlayStation4,PlayStation,40.0
668,Heaven's Vault,PlayStation4,PlayStation,40.0
669,John Daly's ProStroke Golf,PlayStation3,PlayStation,40.0
670,Fireburst,Xbox360,Xbox,40.0
671,Anthem,PC,PC_Gamer,40.0
672,I Am Bread,XboxOne,Xbox,40.0
673,Defender of the Crown,GameBoyAdvance,Nintendo,40.0
674,Jump Force,PC,PC_Gamer,40.0
675,NASCAR The Game: Inside Line,Xbox360,Xbox,40.0
676,NHL FaceOff 2001,PlayStation2,PlayStation,40.0
677,Husk,PC,PC_Gamer,40.0
678,MotionSports,Xbox360,Xbox,40.0
679,Clash of the Titans,Xbox360,Xbox,40.0
680,Arcania: Gothic 4,PC,PC_Gamer,40.0
681,Obscuritas,PC,PC_Gamer,40.0
682,F1 2014,PlayStation3,PlayStation,40.0
683,Homefront: The Revolution,PC,PC_Gamer,40.0
684,George of the Jungle and the Search for the Secret,Wii,Nintendo,40.0
685,HBO Boxing,PlayStation,PlayStation,40.0
686,Spyglass Board Games,Xbox360,Xbox,40.0
687,Mass Effect: Pinnacle Station,Xbox360,Xbox,40.0
688,Pro Evolution Soccer 2014,PlayStation3,PlayStation,40.0
689,Call of Duty: Infinite Warfare,PlayStation4,PlayStation,40.0
690,MUD - FIM Motocross World Championship,PlayStation3,PlayStation,40.0
691,EA Sports UFC 3,PlayStation4,PlayStation,40.0
692,Battle of Britain II: Wings of Victory,PC,PC_Gamer,40.0
693,Far Cry New Dawn,XboxOne,Xbox,40.0
694,NHL 18,XboxOne,Xbox,40.0
695,Modern Combat: Blackout,Switch,Nintendo,40.0
696,Fluster Cluck,PlayStation4,PlayStation,41.0
697,The Sims 2: Castaway,DS,Nintendo,41.0
698,Tiger Woods PGA Tour 14,PlayStation3,PlayStation,41.0
699,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,XboxOne,Xbox,41.0
700,Major League Baseball 2K6,Xbox360,Xbox,41.0
701,Hearthstone: Heroes of Warcraft - The Grand Tournament,PC,PC_Gamer,41.0
702,Surgeon Simulator: Experience Reality,PlayStation4,PlayStation,41.0
703,Kengo: Legend of the 9,Xbox360,Xbox,41.0
704,Shin Megami Tensei: Digital Devil Saga,PlayStation2,PlayStation,41.0
705,EyePet: Move Edition,PlayStation3,PlayStation,41.0
706,Reus,PlayStation4,PlayStation,41.0
707,DARK,Xbox360,Xbox,41.0
708,Call of Duty: Black Ops 4,XboxOne,Xbox,41.0
709,Back to the Future: The Game,Wii,Nintendo,41.0
710,Diablo III,PC,PC_Gamer,41.0
711,The Golden Compass,Xbox360,Xbox,41.0
712,Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,Nintendo,41.0
713,X-Men: Destiny,Wii,Nintendo,41.0
714,The Sims 4,PC,PC_Gamer,41.0
715,Cities XL,PC,PC_Gamer,41.0
716,Call of Duty: Black Ops II - Vengeance,Xbox360,Xbox,41.0
717,Trackmania,PC,PC_Gamer,41.0
718,Def Jam: Icon,PlayStation3,PlayStation,41.0
719,NCAA Football 13,PlayStation3,PlayStation,41.0
720,Call of Duty: Ghosts - Onslaught,XboxOne,Xbox,41.0
721,Angry Birds Trilogy,PlayStation3,PlayStation,41.0
722,FIFA Soccer 13,PlayStationVita,PlayStation,41.0
723,Homefront: The Revolution,PlayStation4,PlayStation,41.0
724,MagNets: Fully Charged,XboxOne,Xbox,41.0
725,Star Trek: Legacy,PC,PC_Gamer,41.0
726,Tokyo Tattoo Girls,PlayStationVita,PlayStation,41.0
727,NBA Ballers: Chosen One,Xbox360,Xbox,41.0
728,NASCAR 2011: The Game,Xbox360,Xbox,41.0
729,Power Rangers Megaforce,3DS,Nintendo,41.0
730,A Game of Thrones: Genesis,PC,PC_Gamer,41.0
731,ShellShock: Nam '67,PC,PC_Gamer,41.0
732,Beijing 2008: The Official Video Game of the Olympic Games,PC,PC_Gamer,41.0
733,Charlie and the Chocolate Factory,PlayStation2,PlayStation,41.0
734,Sinner: Sacrifice for Redemption,PC,PC_Gamer,41.0
735,Chivalry: Medieval Warfare,XboxOne,Xbox,41.0
736,Harvest Moon 3D: The Lost Valley,3DS,Nintendo,41.0
737,Dynasty Warriors 9,PlayStation4,PlayStation,41.0
738,LocoCycle,XboxOne,Xbox,41.0
739,Animal Crossing: amiibo Festival,WiiU,Nintendo,41.0
740,Super Neptunia RPG,PlayStation4,PlayStation,41.0
741,Solarix,PC,PC_Gamer,41.0
742,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,Xbox360,Xbox,41.0
743,Road Redemption,PlayStation4,PlayStation,41.0
744,Michael Phelps: Push the Limit,Xbox360,Xbox,41.0
745,Terminator Salvation,PlayStation3,PlayStation,41.0
746,FIFA Manager 12,PC,PC_Gamer,42.0
747,Bedlam: The Game by Christopher Brookmyre,PlayStation4,PlayStation,42.0
748,NHL 07,PC,PC_Gamer,42.0
749,Shin Megami Tensei: Persona,PSP,PlayStation,42.0
750,MX vs. ATV Supercross Encore,PlayStation4,PlayStation,42.0
751,Red Faction: Guerrilla Re-Mars-tered,XboxOne,Xbox,42.0
752,Hearthstone: Heroes of Warcraft - Journey to Un'Goro,PC,PC_Gamer,42.0
753,Dead Rising 3: Operation Broken Eagle,XboxOne,Xbox,42.0
754,Rugby 18,PlayStation4,PlayStation,42.0
755,Warface,PC,PC_Gamer,42.0
756,David Beckham Soccer,GameBoyAdvance,Nintendo,42.0
757,Cocoto Fishing Master,Wii,Nintendo,42.0
758,Pro Evolution Soccer 2014,Xbox360,Xbox,42.0
759,GT Pro Series,Wii,Nintendo,42.0
760,Hail to the Chimp,PlayStation3,PlayStation,42.0
761,Gungrave VR,PlayStation4,PlayStation,42.0
762,Wheels of Aurelia,PC,PC_Gamer,42.0
763,DARK,PC,PC_Gamer,42.0
764,Disney Epic Mickey 2: The Power of Two,PlayStation3,PlayStation,42.0
765,Destiny: House of Wolves,PlayStation4,PlayStation,42.0
766,Damnation,PC,PC_Gamer,42.0
767,Disney Classic Games: Aladdin and the Lion King,XboxOne,Xbox,42.0
768,Star Wars Galaxies: Episode III Rage of the Wookiees,PC,PC_Gamer,42.0
769,Little Dragons Cafe,PlayStation4,PlayStation,42.0
770,Crackdown 3,XboxOne,Xbox,42.0
771,Payday 2: Crimewave Edition,PlayStation4,PlayStation,42.0
772,Mitsurugi Kamui Hikae,PlayStation4,PlayStation,42.0
773,Far Cry New Dawn,PlayStation4,PlayStation,42.0
774,De-formers,PlayStation4,PlayStation,42.0
775,Vaporum,PlayStation4,PlayStation,42.0
776,Battlefield Hardline,PC,PC_Gamer,42.0
777,Rory McIlroy PGA Tour,XboxOne,Xbox,42.0
778,Crucible,PC,PC_Gamer,42.0
779,Final Fantasy Crystal Chronicles: Remastered Edition,Switch,Nintendo,42.0
780,Beyond the Law: The Third Wave,PC,PC_Gamer,42.0
781,Madden NFL 25,PlayStation3,PlayStation,42.0
782,Pro Evolution Soccer 2016,PC,PC_Gamer,42.0
783,Sniper Elite V2 Remastered,PC,PC_Gamer,42.0
784,Sacred 3,Xbox360,Xbox,42.0
785,Thor: God of Thunder,3DS,Nintendo,42.0
786,Gears of War: Ultimate Edition for Windows 10,PC,PC_Gamer,42.0
787,Fatal Inertia,Xbox360,Xbox,42.0
788,Mighty No. 9,XboxOne,Xbox,42.0
789,Need for Speed Payback,PlayStation4,PlayStation,42.0
790,The Sopranos: Road to Respect,PlayStation2,PlayStation,42.0
791,NHL 17,XboxOne,Xbox,42.0
792,Vaccine,Switch,Nintendo,42.0
793,NBA 2K19,PC,PC_Gamer,42.0
794,The Ant Bully,PlayStation2,PlayStation,42.0
795,FIFA Soccer 12,3DS,Nintendo,42.0
796,Agony,PC,PC_Gamer,42.0
797,Pearl Harbor: Defend the Fleet,PC,PC_Gamer,42.0
798,Resident Evil: Operation Raccoon City,PC,PC_Gamer,42.0
799,Painkiller: Resurrection,PC,PC_Gamer,42.0
800,Anacapri: The Dream,PC,PC_Gamer,42.0
801,FIFA 17,PC,PC_Gamer,42.0
802,Master of Orion 3,PC,PC_Gamer,42.0
803,Total War: Three Kingdoms - Eight Princes,PC,PC_Gamer,42.0
804,007 Legends,PlayStation3,PlayStation,42.0
805,Destiny 2,PC,PC_Gamer,42.0
806,Salt Lake 2002,PlayStation2,PlayStation,42.0
807,Madden NFL 17,PlayStation4,PlayStation,42.0
808,Robocop,Xbox,Xbox,42.0
809,Tetris Ultimate,XboxOne,Xbox,42.0
810,4PM,PC,PC_Gamer,42.0
811,Middle-earth: Shadow of War,XboxOne,Xbox,42.0
812,Shin Megami Tensei: Strange Journey Redux,3DS,Nintendo,42.0
813,Massive Assault Network,PC,PC_Gamer,43.0
814,Shrek the Third,Wii,Nintendo,43.0
815,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,PC,PC_Gamer,43.0
816,Kung Fu Rider,PlayStation3,PlayStation,43.0
817,FIFA 14,Xbox360,Xbox,43.0
818,Tokyo 42,XboxOne,Xbox,43.0
819,Death Come True,Switch,Nintendo,43.0
820,Minecraft: Story Mode - Episode 1: The Order of the Stone,PlayStation4,PlayStation,43.0
821,Hello Neighbor,Switch,Nintendo,43.0
822,Sonic the Hedgehog,PlayStation3,PlayStation,43.0
823,NBA Unrivaled,Xbox360,Xbox,43.0
824,Assassin's Creed Chronicles: India,PlayStation4,PlayStation,43.0
825,Call of Duty: WWII,XboxOne,Xbox,43.0
826,Worms: A Space Oddity,Wii,Nintendo,43.0
827,Run Like Hell!,PlayStationVita,PlayStation,43.0
828,Evolve,PlayStation4,PlayStation,43.0
829,Total War: Rome II,PC,PC_Gamer,43.0
830,Ace Banana,PlayStation4,PlayStation,43.0
831,F1 2014,Xbox360,Xbox,43.0
832,Battle: Los Angeles,PlayStation3,PlayStation,43.0
833,KickBeat: Special Edition,PlayStation4,PlayStation,43.0
834,NBA 2K18,Switch,Nintendo,43.0
835,Vietcong: Purple Haze,PlayStation2,PlayStation,43.0
836,Heavy Fire: Red Shadow,PlayStation4,PlayStation,43.0
837,Read Only Memories,PC,PC_Gamer,43.0
838,Ary and the Secret of Seasons,PC,PC_Gamer,43.0
839,Pokedex 3D Pro,3DS,Nintendo,43.0
840,Minecraft: Story Mode - Episode 2: Assembly Required,PC,PC_Gamer,43.0
841,FIFA 14,PlayStation3,PlayStation,43.0
842,NHL 20,XboxOne,Xbox,43.0
843,Dragon Age II: Legacy,PC,PC_Gamer,43.0
844,The LEGO Movie 2 Videogame,XboxOne,Xbox,43.0
845,Yaris,Xbox360,Xbox,43.0
846,The Dark Crystal: Age of Resistance Tactics,XboxOne,Xbox,43.0
847,One Piece: World Seeker,PlayStation4,PlayStation,43.0
848,SimCity Societies,PC,PC_Gamer,43.0
849,Persona 4 Arena Ultimax,Xbox360,Xbox,43.0
850,Bush Hockey League,PC,PC_Gamer,43.0
851,Far Cry 5: Hours of Darkness,PC,PC_Gamer,43.0
852,John Wick Hex,PC,PC_Gamer,43.0
853,Transformers: Rise of the Dark Spark,PlayStation4,PlayStation,43.0
854,Genesis Alpha One,PlayStation4,PlayStation,43.0
855,Funk of Titans,XboxOne,Xbox,43.0
856,Dead Rising 3: The Last Agent,XboxOne,Xbox,43.0
857,Assassin's Creed III Remastered,XboxOne,Xbox,43.0
858,Operation Babel: New Tokyo Legacy,PlayStationVita,PlayStation,43.0
859,Dungeon Twister,PlayStation3,PlayStation,43.0
860,Sid Meier's Starships,PC,PC_Gamer,43.0
861,Daylight,PC,PC_Gamer,43.0
862,Alien Spidy,Xbox360,Xbox,43.0
863,Hasbro Family Game Night: Yahtzee,Xbox360,Xbox,43.0
864,Need for Speed: Hot Pursuit,Wii,Nintendo,43.0
865,Big Mutha Truckers,Xbox,Xbox,43.0
866,Iron Man 2,Wii,Nintendo,43.0
867,Contra: Rogue Corps,PlayStation4,PlayStation,43.0
868,TMNT,PSP,PlayStation,43.0
869,Emergency Mayhem,Wii,Nintendo,43.0
870,Jagged Alliance: Flashback,PC,PC_Gamer,43.0
871,One Way Trip,PlayStation4,PlayStation,43.0
872,Soldner: Secret Wars,PC,PC_Gamer,43.0
873,Battlefield 3: Armored Kill,PlayStation3,PlayStation,43.0
874,Jagged Alliance: Crossfire,PC,PC_Gamer,43.0
875,KISS Pinball,PlayStation,PlayStation,43.0
876,Warhammer: Chaosbane,PlayStation4,PlayStation,43.0
877,Call of Duty: Ghosts,XboxOne,Xbox,43.0
878,Big Oil: Build an Oil Empire,PC,PC_Gamer,43.0
879,Pokemon Sword / Shield Dual Pack,Switch,Nintendo,43.0
880,P-O-L-L-E-N,PC,PC_Gamer,43.0
881,Evolve,PC,PC_Gamer,43.0
882,Fade to Silence,PlayStation4,PlayStation,43.0
883,Time Carnage,PlayStation4,PlayStation,43.0
884,STONE,PC,PC_Gamer,43.0
885,RIDE 4,XboxOne,Xbox,43.0
886,Racquet Sports,PlayStation3,PlayStation,43.0
887,Wheels of Destruction: World Tour,PlayStation3,PlayStation,43.0
888,Bubble Bobble Double Shot,DS,Nintendo,44.0
889,Pro Evolution Soccer 2014,PC,PC_Gamer,44.0
890,Fae Tactics,PC,PC_Gamer,44.0
891,Ninja Gaiden 3,Xbox360,Xbox,44.0
892,Spider-Man: Friend or Foe,PSP,PlayStation,44.0
893,Crash Boom Bang!,DS,Nintendo,44.0
894,The Expendables 2 Videogame,Xbox360,Xbox,44.0
895,Wayward Manor,PC,PC_Gamer,44.0
896,Hitman - Intro Pack,XboxOne,Xbox,44.0
897,Top Gun,PlayStation3,PlayStation,44.0
898,Lumines Remastered,PlayStation4,PlayStation,44.0
899,Madden NFL 09,PlayStation3,PlayStation,44.0
900,Homefront: The Revolution,XboxOne,Xbox,44.0
901,Persona 2: Eternal Punishment,PlayStation,PlayStation,44.0
902,Flash Focus: Vision Training in Minutes a Day,DS,Nintendo,44.0
903,Middle-earth: Shadow of War,PlayStation4,PlayStation,44.0
904,Druuna: Morbus Gravis,PC,PC_Gamer,44.0
905,Skater XL,XboxOne,Xbox,44.0
906,The Scourge Project: Episodes 1 and 2,PC,PC_Gamer,44.0
907,Close to the Sun,Switch,Nintendo,44.0
908,In Space We Brawl,PlayStation4,PlayStation,44.0
909,FIFA 15,PC,PC_Gamer,44.0
910,Rocky and Bullwinkle,Xbox360,Xbox,44.0
911,Tom Clancy's Ghost Recon Advanced Warfighter,PlayStation2,PlayStation,44.0
912,FIFA 16,XboxOne,Xbox,44.0
913,Bionicle,PlayStation2,PlayStation,44.0
914,Charlie's Angels,GameCube,Nintendo,44.0
915,Carmageddon: Reincarnation,PC,PC_Gamer,44.0
916,DreamWorks Shrek SuperSlam,DS,Nintendo,44.0
917,The Incredible Hulk,PC,PC_Gamer,44.0
918,FIFA 16,PlayStation4,PlayStation,44.0
919,Ready 2 Rumble Revolution,Wii,Nintendo,44.0
920,Star Wars: Jedi Starfighter,Xbox,Xbox,44.0
921,Turning Point: Fall of Liberty,PC,PC_Gamer,44.0
922,Madden NFL 18,XboxOne,Xbox,44.0
923,Jump Force,PlayStation4,PlayStation,44.0
924,Life is Strange 2: Episode 2 - Rules,XboxOne,Xbox,44.0
925,Destiny 2,XboxOne,Xbox,44.0
926,Mighty No. 9,WiiU,Nintendo,44.0
927,Need for Speed: Most Wanted - A Criterion Game,PC,PC_Gamer,44.0
928,Ford Bold Moves Street Racing,PC,PC_Gamer,44.0
929,Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,Nintendo,44.0
930,Breach,Xbox360,Xbox,44.0
931,ZHEROS,XboxOne,Xbox,44.0
932,Lapis x Labyrinth,PlayStation4,PlayStation,44.0
933,Spyro: Enter the Dragonfly,PlayStation2,PlayStation,44.0
934,Supercar Street Challenge,PC,PC_Gamer,44.0
935,Dragon Age II,PlayStation3,PlayStation,44.0
936,Space Trader - Merchant Marine,PC,PC_Gamer,44.0
937,Tetris Worlds,GameCube,Nintendo,44.0
938,Major League Baseball 2K12,PlayStation3,PlayStation,44.0
939,Tsunami 2265,PC,PC_Gamer,44.0
940,Tetris Ultimate,3DS,Nintendo,44.0
941,Legions of Steel,PC,PC_Gamer,44.0
942,Langrisser Re:Incarnation -TENSEI-,3DS,Nintendo,44.0
943,Showtime Championship Boxing,Wii,Nintendo,44.0
944,DreamWorks Shrek Forever After,Xbox360,Xbox,44.0
945,Bientot l'ete,PC,PC_Gamer,44.0
946,Minecraft: Story Mode - Episode 1: The Order of the Stone,PC,PC_Gamer,44.0
947,Fight Club,PlayStation2,PlayStation,44.0
948,NHL 08,PC,PC_Gamer,44.0
949,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,PlayStation4,PlayStation,44.0
950,Golazo!,Switch,Nintendo,44.0
951,Nerf N-Strike,Wii,Nintendo,44.0
